titulo,precio,ubicacion,dorm,ban,sup
b'VENDO DUPLEX TR',U$S 110.000, Manantiales ,3,3,sin datos
b'VENDO DEPARTAME',U$S 67.000, Manantiales ,1,1,sin datos
b'Venta Departame',U$S 35.000, San Martin ,1,1,sin datos
b'VENTA un dormit',U$S 50.000, Nueva Córdoba ,1,1,sin datos
b'Venta Achaval R',U$S 128.000, Nueva Córdoba ,2,2,sin datos
b'Venta Pilares D',U$S 85.000, Manantiales ,2,1,sin datos
b'Venta Duplex Do',U$S 95.000, Docta Urbanización Inteligente ,2,2,sin datos
b'Excelente Depar',U$S 45.000, General Paz ,1,1,sin datos
b'Excelente Depar',U$S 52.000, General Paz ,1,1,sin datos
b'Divino Duplex a',U$S 90.000, Jardín Claret ,3,2,114
b'DEPARTAMENTO PR',U$S 170.000, Parque Chacabuco ,3,3,sin datos
b'DUPLEX A ESTREN',U$S 160.000, Tablada Park ,3,3,sin datos
b'B\xc2\xb0 General Paz',U$S 92.000, General Paz ,2,1,75
b'Soul Lima 1695 ',U$S 50.000, General Paz ,1,1,45
"b'Gral Paz,  G\xc3\xbce'",U$S 55.000, General Paz ,1,1,sin datos
b'Departamento de',consultar, Siete Soles ,2,3,sin datos
b'D\xc3\xbaplex 3 dorm.',U$S 140.000, Manantiales ,3,3,sin datos
b'HERMOSO DEPTO 1',U$S 62.000, Nueva Córdoba ,1,1,42
b'VENDO NUEVA COR',U$S 103.000, Nueva Córdoba ,2,1,sin datos
b'DPTO CON PISCIN',U$S 65.000, General Paz ,1,1,45
b'En Venta HERMOS',U$S 57.000, General Paz ,1,1,sin datos
b'Vendo Depto. 2 ',U$S 75.000, Residencial San Carlos ,2,1,sin datos
b'Vendo Amplio De',U$S 77.000, General Paz ,2,2,sin datos
b'VENTA- DEPTO 2 ',U$S 79.000, Centro ,2,1,70
b'Oportunidad Mon',U$S 25.000, Alta Córdoba ,Monoambiente,1,25
"b'Centro,  depart'",U$S 220.000, Centro ,3,2,sin datos
b'NUEVA CORDOBA O',U$S 60.000, Nueva Córdoba ,1,1,45
b'VENTA- 2 dormit',U$S 110.000, General Paz ,2,2,sin datos
b'VENTA- 1 dormit',U$S 87.000, Guemes ,1,1,sin datos
b'VENTA- 1 dormit',U$S 38.000, Guemes ,1,1,sin datos
b'VENTA- 1 dormit',U$S 50.000, Alberdi ,1,1,sin datos
b'VENTA- 1 dormit',U$S 55.000, Nueva Córdoba ,1,1,sin datos
b'Depto en Venta ',U$S 90.000, Centro ,3,2,sin datos
b'Solares de Mana',U$S 120.000, Solares de Manantiales ,3,3,sin datos
b'\xc2\xa1Ignea 14 Opor',U$S 61.500, Nueva Córdoba ,1,sin datos,49
b'Alberdi- Balc\xc3\xb3',U$S 53.000, Alberdi ,1,1,62
b'Departamento a ',U$S 45.000, Nueva Córdoba ,2,1,sin datos
b'Depto en venta ',U$S 55.000, Centro ,1,1,sin datos
b'COLINAS DE MANA',U$S 99.600, Manantiales ,3,3,sin datos
b'B\xc2\xb0 CENTRO- DPT',U$S 120.000, Centro ,3,2,sin datos
b'Departamento 3 ',U$S 120.000, Nueva Córdoba ,3,1,sin datos
b'Venta Opera Lux',U$S 145.000, Las Rosas ,2,1,sin datos
b'Monoambiente en',U$S 46.000, Nueva Córdoba ,sin datos,1,sin datos
b'\xc2\xa1VENTA DOS DOR',U$S 59.000, Centro ,2,1,56
b'VENTA DEPTO DOS',U$S 135.000, Guemes ,1,1,sin datos
b'Ideal Inversor!',U$S 71.000, Nueva Córdoba ,2,2,60
b'Nueva C\xc3\xb3rdoba ',U$S 75.000, Nueva Córdoba ,1,1,42
b'VENTA- 2 dormit',U$S 130.000, Jardín ,2,1,sin datos
b'Edificio Lunett',U$S 37.000,sin ubicacion,1,1,40
b'Edificio Lunett',U$S 42.500,sin ubicacion,1,1,41
b'Duplex en La Pa',U$S 90.000, La Paya I ,3,sin datos,sin datos
b'Departamento en',U$S 120.000, Nueva Córdoba ,2,2,sin datos
b'Departamento 3 ',U$S 44.999, SMATA II ,3,1,90
b'DUPLEX VENTA GR',U$S 185.000, Greenville 2 ,3,3,sin datos
b'CASONAS DE VALP',U$S 205.000, Tejas 1 ,2,2,103
"b'2 DORMITORIOS, '",U$S 55.000, Alto Alberdi ,1,1,40
b'Dpto. 1 Dorm- C',U$S 84.430, Nueva Córdoba ,1,1,sin datos
b'BETANIA PLAZA A',U$S 84.000, Nueva Córdoba ,1,1,45
b'BETANIA PLAZA 1',U$S 77.000, Nueva Córdoba ,1,1,45
b'Semipiso de 4 d',U$S 135.000, Centro ,4,2,140
b'TERRAFORTE 1- D',U$S 58.000, Altos de Villa Sol ,1,1,45
b'Departamento 3 ',consultar, Valle Escondido ,3,sin datos,86
b'DPTO NVA CBA! 2',U$S 80.000, Nueva Córdoba ,2,2,sin datos
b'Alto Villa Sol-',U$S 49.000, Chateau Carreras ,1,1,sin datos
b'Departamento En',U$S 58.000, Manantiales ,1,1,sin datos
b'Departamento En',U$S 55.000, General Paz ,1,1,sin datos
b'Departamento En',U$S 45.000, Nueva Córdoba ,1,1,sin datos
b'Departamento ti',U$S 40.000, San Vicente ,2,1,sin datos
b'Departamento co',U$S 39.000, Alto Alberdi ,1,1,sin datos
b'GREENVILLE 2 SO',U$S 185.000, Greenville 2 ,3,3,sin datos
b'DOCTA- 1ERA ETA',U$S 108.000, Docta Urbanización Inteligente ,2,2,sin datos
b'Monoambiente nu',U$S 40.000, Nueva Córdoba ,sin datos,1,sin datos
b'Departamento en',U$S 60.000, Guemes ,1,1,sin datos
b'Duplex en Venta',U$S 200.000, Cañuelas Chicos ,3,3,sin datos
b'Departamento de',U$S 78.000, Tejas 1 ,1,1,65
b'Departamento 1 ',U$S 42.000, Alta Córdoba ,1,1,sin datos
b'VENTA DPTO DE 1',U$S 30.000, San Vicente ,1,1,sin datos
b'OPORTUNIDAD! DP',U$S 70.000, Centro ,2,2,sin datos
b'Timb\xc3\xb3 MDZ- Men',U$S 58.000, Cofico ,2,1,sin datos
b'RESIDENCIAS CAP',U$S 290.000, Jardín Espinosa ,3,3,130
b'VENTA- DEPTO 2 ',U$S 88.000, General Paz ,2,1,sin datos
b'Externo con Bal',U$S 45.000, Centro ,1,1,38
b'PRADOS DE MANAN',U$S 120.000, Manantiales ,3,sin datos,180
b'PRADOS DE MANAN',U$S 140.000, Manantiales ,3,3,180
b'CA\xc3\x91UELAS CHICO',U$S 145.000, Cañuelas ,3,sin datos,180
b'EXC DPTO GRAL P',U$S 89.000, General Paz ,2,2,sin datos
b'SE VENDE DEPTO ',U$S 37.000, San Vicente ,2,1,sin datos
b'VENTA- Monoambi',U$S 28.000, Centro ,Monoambiente,1,sin datos
b'VENTA- 1 dormit',U$S 50.000, Providencia ,1,1,sin datos
b'VENTA- 1 dormit',U$S 48.000, Observatorio ,1,1,sin datos
b'VENTA- 1 dormit',U$S 52.000, Nueva Córdoba ,1,1,sin datos
b'VENTA- 1 dormit',U$S 100.000, Jardín ,1,1,sin datos
b'Terraforte I su',U$S 52.500,sin ubicacion,1,1,sin datos
b'Prados de Manan',U$S 119.000, Prados de Manantiales ,3,3,sin datos
b'Depto 9 de Juli',U$S 45.000, Centro ,1,1,sin datos
b'PQUE LAS HERAS-',U$S 74.900, Cofico ,3,1,sin datos
b'\xc2\xa1OPORTUNIDAD C',U$S 38.900, Alberdi ,1,1,sin datos
b'VENDO DPTO 3 DO',U$S 79.500, Centro ,3,2,sin datos
b'Excelente Dpto ',U$S 60.000, Alto Alberdi ,2,1,sin datos
b'OPORTUNIDAD!!! ',U$S 60.000, General Paz ,1,1,sin datos
b'Se VENDE hermos',U$S 160.000, Chacra del Sur ,3,3,sin datos
b'9 DE JULIO 4387',U$S 45.000, Las Palmas ,2,1,74
b'DEPARTAMENTO 3 ',U$S 53.000, Las Palmas ,3,1,85
b'OPORTUNIDAD!!! ',U$S 45.000, Alberdi ,1,1,sin datos
b'DEPTO 2 DORM EN',U$S 75.000, Guemes ,2,2,sin datos
b'DEPTO EN VENTA ',U$S 135.000, Centro ,3,2,sin datos
b'DEPARTAMENTO EN',U$S 180.000, Centro ,3,3,sin datos
b'Villa Belgrano-',U$S 310.000, Villa Belgrano ,2,2,130
b'TORRES DE BOTAN',U$S 85.000, Chateau Carreras ,2,1,65
b'VILLA BELGRANO-',U$S 205.000, Villa Belgrano ,3,3,sin datos
b'RES. AMERICA- A',U$S 50.000, Residencial America ,2,1,sin datos
b'DEPARTAMENTO EN',U$S 55.000, Villa Sol ,1,1,sin datos
b'Dpto. A LA VENT',U$S 62.000,sin ubicacion,1,1,sin datos
b'MONOAMBIENTE A ',U$S 40.000, Nueva Córdoba ,sin datos,1,sin datos
b'DEPARTAMENTO EN',U$S 170.000, Chacra del Sur ,2,2,sin datos
b'Exclusivo depto',consultar, Nueva Córdoba ,3,3,sin datos
b'CENTRO VENTA DP',U$S 180.000, Centro ,4,4,sin datos
b'PRADOS DE MANAN',U$S 89.700, Manantiales ,3,2,sin datos
b'Oportunidad- VE',U$S 63.000, Nueva Córdoba ,1,1,sin datos
b'Miradores de ma',U$S 120.000, Manantiales ,3,3,sin datos
b'DEPARTAMENTO ZO',U$S 70.000, Centro ,2,sin datos,sin datos
b'DUPLEX SUPER PR',consultar, Manantiales ,3,sin datos,sin datos
b'Impresionante d',consultar, Residencial Velez Sarfield ,3,3,sin datos
b'DUPLEX FINANCIA',U$S 45.000, Miradores de Manantiales ,3,sin datos,sin datos
b'Depto 2 dorm en',U$S 95.000, Manantiales ,2,sin datos,sin datos
b'Espectacular du',U$S 169.500, Greenville 2 ,3,sin datos,sin datos
b'Duplex en Green',U$S 175.000, Greenville 2 ,3,sin datos,sin datos
b'Depto premium e',U$S 198.000, Centro ,3,4,sin datos
b'Depto 1 dorm Ca',U$S 140.000, Las Rosas ,1,1,sin datos
b'Departamento 3 ',U$S 250.000, Residencial Velez Sarfield ,3,3,230
b'Unidad en Housi',U$S 105.000, Manantiales ,3,sin datos,sin datos
b'Departamento en',U$S 43.000, Centro ,1,sin datos,sin datos
b'Duplex PREMIUM ',U$S 199.000, Cañuelas ,3,sin datos,sin datos
b'Unidad en Housi',U$S 90.000, Manantiales ,3,sin datos,sin datos
b'Duplex en Green',U$S 165.000, Greenville 2 ,3,sin datos,sin datos
b'Dpto en Casonas',U$S 185.000, Residencial Velez Sarfield ,2,sin datos,sin datos
b'DEPARTAMENTO VE',U$S 139.000, Mirador ,3,2,sin datos
b'Belgrano 54 Tor',U$S 59.500, Centro ,1,1,55
b'CA\xc3\x91UELAS CHICO',U$S 185.000, Cañuelas ,3,3,sin datos
b'Velez Sarsfield',U$S 110.000, Nueva Córdoba ,2,1,65
b'A 5 cuadras de ',U$S 65.000, Centro ,1,1,sin datos
b'General Paz Ros',U$S 135.000, General Paz ,1,1,60
b'Felix Frias 61 ',U$S 70.000, General Paz ,1,1,59
b'OPORTUNIDAD EN ',U$S 43.000, General Paz ,1,1,sin datos
b'Edifico Scala 2',U$S 127.000, General Paz ,2,2,80
b'SALVATIERRA VEN',U$S 50.500, General Paz ,1,1,sin datos
b'VENDO DUPLEX EN',U$S 82.000, Lomas del Chateau  ,2,2,sin datos
b'CASONAS DE MANA',U$S 115.000, Manantiales ,2,2,60
b'Alto Alberdi a ',U$S 38.000, Alto Alberdi ,1,1,40
b'1 dormitorio Te',U$S 100.000, General Paz ,1,1,65
b'DEPTO A ESTRENA',U$S 45.000, Alto Alberdi ,1,1,45
b'UNICO! PISO COM',U$S 195.000, Nueva Córdoba ,3,3,193
b'Departamento 1D',U$S 48.000, Centro ,1,1,35
b'COMPLEJO CERRAD',U$S 50.000, San Isidro ,3,2,85
b'Departamento en',U$S 320.000, Nueva Córdoba ,3,2,140
b'Departamento en',U$S 59.000, Las Rosas ,1,1,44
b'Venta departame',U$S 53.000, General Paz ,1,1,45
b'Venta departame',U$S 390.000, Altos de Villa Sol ,3,3,200
b'Magna 9 a estre',U$S 55.000, General Paz ,1,1,45
b'MAI TEI- EXCELE',U$S 320.000, Chateau Carreras ,3,2,80
b'VENDO DEPARTAME',U$S 42.000,sin ubicacion,1,1,sin datos
b'VENDO DEPARTAME',U$S 100.000, Centro ,2,2,sin datos
b'VENTA VISTALBA-',U$S 290.000, Villa Belgrano ,2,3,sin datos
b'VENTA VISTALBA-',U$S 290.000, Villa Belgrano ,2,4,sin datos
b'SE VENDE DEPART',U$S 35.000, Alberdi ,1,1,sin datos
b'Gran Oportunida',U$S 26.000, Guemes ,1,1,sin datos
b'Hermoso departa',U$S 47.500, Cofico ,1,1,sin datos
b'No dejes pasar ',U$S 57.000, Centro ,3,2,sin datos
b'Duplex en Venta',U$S 93.000, Manantiales ,2,2,sin datos
b'Amplio DUPLEX A',U$S 130.000, Manantiales ,3,3,sin datos
"b'INARCO 18,  Cat'",U$S 65.000, General Paz ,1,1,47
b'LO MEJOR DE DOC',U$S 99.000, Docta Urbanización Inteligente ,3,2,sin datos
b'ULTIMOS EN ZONA',U$S 167.999, General Artigas ,3,3,sin datos
b'OPORTUNIDAD EN ',U$S 95.000, Tejas 2 ,3,3,sin datos
"b'B\xc2\xb0 Junior,  La'",U$S 65.000, Juniors ,2,1,sin datos
b'MAIPU- OPORTUNI',U$S 45.000, Maipu Sección 1 ,2,1,85
b'NUEVA CORDOBA- ',U$S 250.000, Nueva Córdoba ,2,2,110
b'ALTO VILLASOL S',U$S 70.000, Lomas del Chateau  ,1,1,sin datos
b'ALTO ALBERDI- S',U$S 42.000, Alto Alberdi ,1,1,sin datos
b'GENERAL PAZ DPT',U$S 80.000, General Paz ,2,1,60
"b'Nueva C\xc3\xb3rdoba,'",U$S 50.000, Nueva Córdoba ,1,1,sin datos
b'DEPARTAMENTO ID',U$S 19.000, San Vicente ,1,1,sin datos
b'DEPARTAMENTOS A',U$S 150.000, Valle Escondido ,2,2,110
b'Alta Gama Pisci',U$S 83.430, Nueva Córdoba ,1,1,64
b'\xc2\xa1La mejor cali',U$S 73.400, Nueva Córdoba ,1,sin datos,57
b'COMPLEJO ARCOS ',U$S 75.000, Quebrada de las Rosas ,3,2,sin datos
b'VENDO HERMOSO D',U$S 100.000, General Paz ,2,2,sin datos
b'OPORTUNIDAD!!! ',U$S 135.000, Claros del Bosque ,3,2,sin datos
b'Ideal para este',U$S 35.000, Guemes ,1,1,45
b'Departamento 2 ',U$S 40.000, Alta Córdoba ,2,1,60
b'EXCELENTE DEPTO',U$S 870.000, Villa Belgrano ,3,4,sin datos
b'COFICO- TILLARD',U$S 40.000, Cofico ,1,1,sin datos
b'DUPLEX EN VENTA',U$S 115.000, Prados de Manantiales ,3,2,sin datos
b'VENTA SE SEMIPI',U$S 85.000, Nueva Córdoba ,1,1,sin datos
b'DEPARTAMENTO A ',U$S 65.000, Nueva Córdoba ,1,1,sin datos
b'DEPARTAMENTO EN',U$S 65.000, Nueva Córdoba ,1,1,sin datos
b'VENTA DEPARTAME',U$S 78.000, Centro ,3,2,sin datos
b'Venta departame',U$S 63.000, Nueva Córdoba ,1,1,sin datos
b'MODERNO DUPLEX ',U$S 110.000, Prados de Manantiales ,3,2,sin datos
b'NUEVA CORDOBA E',U$S 65.000, Nueva Córdoba ,1,1,sin datos
b'Venta Departame',U$S 50.000, Guemes ,1,1,90
b'OPORTUNIDAD REA',U$S 44.000, Centro ,1,1,sin datos
b'Departamento 3 ',U$S 105.000, Quebrada de las Rosas ,3,2,sin datos
b'ESTRENAR!! Gral',consultar, General Paz ,1,1,51
b'\xc3\x9aNICO 2 DORMIT',U$S 215.000, Nueva Córdoba ,2,3,190
b'Terrazas de Bar',U$S 515.000, Urca ,3,sin datos,sin datos
b'ALTA CORDOBA- E',U$S 82.000, Alta Córdoba ,2,1,71
b'SE VENDE DEPTO ',U$S 25.000,sin ubicacion,1,1,sin datos
b'Se VENDE!!! DUP',U$S 95.000, Nueva Córdoba ,2,2,sin datos
b'Nueva C\xc3\xb3rdoba ',consultar, Nueva Córdoba ,1,1,52
b'Alto Alberdi a ',U$S 38.000, Alto Alberdi ,1,1,40
b'Cofico: Bedoya ',U$S 76.000, Cofico ,2,2,91
b'EDIF. HERMINIO ',U$S 84.000, Alberdi ,1,1,1
b'D\xc3\x9aPLEX 3 DORMI',U$S 100.000, Nuevo Urca ,3,2,sin datos
b'VENTA 25 de may',U$S 44.000, General Paz ,1,1,sin datos
b'DEPARTAMENTO 3 ',U$S 180.000, Arguello ,3,3,139
b'DUPLEX EN VENTA',U$S 140.000, Greenville 2 ,2,2,sin datos
b'DEPARTAMENTO EN',U$S 37.000, Lomas de San Martín ,1,1,sin datos
b'OPORTUNIDAD DEP',U$S 22.000, San Vicente ,1,1,sin datos
b'Alto Villasol 2',U$S 77.000, Chateau Carreras ,2,1,sin datos
b'DEPARTAMENTO DE',U$S 40.000, Alta Córdoba ,1,1,sin datos
b'Alta Cba. Vende',U$S 70.000, Alta Córdoba ,2,2,75
b'SE VENDE HERMOS',U$S 95.000, Centro ,3,2,sin datos
"b'Centro,  Santa '",U$S 45.000, Centro ,1,1,40
b'DEPTO- VENTA- A',U$S 48.000, Centro ,1,1,sin datos
b'\xe2\x98\x85 Complejo Le',U$S 52.000, Nueva Córdoba ,1,1,50
b'\xe2\x98\x85 Terrazas de',U$S 95.000, Jardín Espinosa ,1,1,50
b'Casonas de Valp',U$S 230.000, Jardín ,2,2,sin datos
b'Cofico. Departa',U$S 64.000, Cofico ,1,1,sin datos
b'ESPECTACULAR DE',U$S 85.000, Centro ,3,3,sin datos
b'OPORTUNIDAD ALT',U$S 40.500, Alta Córdoba ,1,1,sin datos
b'Vendemos Hermos',U$S 27.000, San Vicente ,2,1,sin datos
b'Nva. Cba. 1 Dor',U$S 65.000, Nueva Córdoba ,1,1,45
b'Nva. Cba. 1 Dor',U$S 68.000, Nueva Córdoba ,1,1,45
b'Belgrano al 900',U$S 37.000, Guemes ,1,1,35
b'VENTA- 1 dormit',U$S 56.500, Alberdi ,1,1,sin datos
b'VENTA- 3 dormit',U$S 149.000, Nueva Córdoba ,3,3,sin datos
b'B\xc2\xba NUEVA C\xc3\x93RD',U$S 62.000, Nueva Córdoba ,1,1,sin datos
b'POETA LUGONES V',U$S 130.000, Nuevo Poeta Lugones ,3,2,sin datos
b'Excelente Depto',U$S 49.800, Cofico ,1,1,sin datos
b'VENDO DUPLEX EN',U$S 95.000, Jardín Claret ,3,2,sin datos
b'EXCELENTE DEPAR',U$S 92.000, General Paz ,3,2,sin datos
b'SE VENDE AMPLIO',U$S 95.000, General Paz ,1,1,sin datos
b'EXCELENTE DPTO ',U$S 39.000, Pueyrredon ,1,1,sin datos
b'VENDO DUPLEX 3 ',U$S 96.000, Lomas del Chateau  ,3,2,sin datos
b'VENDO BARRIO GE',U$S 73.000, General Paz ,1,1,sin datos
b'DEPTO VENTA AV ',U$S 150.000, Centro ,4,2,sin datos
b'ALBERDI- DEAN F',U$S 150.000, Alberdi ,3,2,sin datos
b'SAN SALVADOR- L',U$S 94.500, San Salvador ,3,2,sin datos
b'CENTRO- CORRIEN',U$S 45.000, Centro ,1,1,sin datos
b'Departamento de',U$S 99.000, Nueva Córdoba ,2,1,sin datos
b'DUPLEX EN VENTA',U$S 140.000, Jardín ,3,sin datos,sin datos
b'DEPARTAMENTO 2 ',U$S 85.000, General Paz ,2,2,sin datos
b'DUPLEX EN VENTA',U$S 185.000, Greenville 2 ,3,3,sin datos
b'Departamento a ',U$S 60.000, Nueva Córdoba ,2,1,sin datos
b'Venta semipiso ',U$S 210.000, Nueva Córdoba ,3,2,sin datos
b'Venta 1 dormito',U$S 70.000, Alberdi ,1,1,sin datos
b'MODERNO DUPLEX ',U$S 170.000, Chacra del Sur ,3,3,sin datos
b'Departamento ve',U$S 850.000, Villa Belgrano ,3,sin datos,sin datos
b'Dpto. en Venta.',U$S 600.000, Villa Belgrano ,3,4,sin datos
b'Depto. 2 dormit',U$S 424.985, Cerro de las Rosas ,2,4,200
b'Se vende depart',U$S 43.000, Alberdi ,1,1,sin datos
b'Venta Depto. 3 ',U$S 355.000, Urca ,3,3,sin datos
b'Dpto. 4 dormito',U$S 95.000, Centro ,4,2,sin datos
b'La Rosella- Ven',U$S 395.000, Valle Escondido ,3,3,130
b'VENTA Semi piso',U$S 60.000, Alberdi ,1,1,sin datos
b'VENTA DE PISO 3',U$S 420.000, Nueva Córdoba ,3,sin datos,sin datos
b'OPORTUNIDAD-ALT',U$S 35.000, Alto Alberdi ,1,1,sin datos
b'OPORTUNIDAD!!! ',U$S 80.000, General Paz ,3,sin datos,sin datos
b'CATEGOR\xc3\x8dA!!! 3',U$S 350.000, Pueyrredon ,3,3,sin datos
b'Dean Funes 981 ',U$S 32.000, Centro ,1,1,sin datos
b'B\xc2\xb0Gral. Paz. a',U$S 89.000, General Paz ,2,1,sin datos
b'Departamento pr',U$S 309.000, Nueva Córdoba ,2,3,sin datos
b'Departamento en',U$S 84.000, Nueva Córdoba ,2,2,60
b'UN DORMITORIO- ',U$S 58.000, Nueva Córdoba ,1,1,sin datos
b'UN DORMITORIO-B',U$S 55.000, Nueva Córdoba ,1,1,sin datos
b'1 DORMITORIO- F',U$S 60.000, Nueva Córdoba ,1,1,sin datos
b'DOS DORMITORIOS',U$S 105.000, Nueva Córdoba ,2,1,sin datos
b'DOS DORMITORIOS',U$S 70.000, Nueva Córdoba ,1,sin datos,sin datos
b'VENDO ALBERDI *',U$S 75.000, Alberdi ,2,2,155
b'DEPARTAMENTO A ',U$S 47.900, Cofico ,1,sin datos,52
b'DUPLEX EN VENTA',U$S 78.000, Prados de Manantiales ,3,3,sin datos
b'DEPARTAMENTO EN',U$S 47.000, Nueva Córdoba ,1,1,sin datos
b'VENDO DEPARTAME',U$S 45.000, San Martin ,1,1,sin datos
b'Duarte Quiros- ',U$S 75.000, Centro ,2,2,70
b'ENTREGA EN UN A',U$S 54.000, General Paz ,1,1,sin datos
b'Oportunidad! De',U$S 55.000, General Paz ,1,1,sin datos
b'Vendo Duplex Do',U$S 98.000, Docta Urbanización Inteligente ,3,1,180
b'Hermoso departa',U$S 84.900, General Paz ,2,2,sin datos
b'Ed. HOLDER!! 1 ',U$S 52.000, General Paz ,1,1,42
b'CENTRO A METROS',U$S 33.000, Centro ,1,1,sin datos
b'CON VISTA AL PA',U$S 75.000, Nueva Córdoba ,1,1,sin datos
b'BUSCAS UNA UNID',U$S 49.000, Centro ,1,1,sin datos
"b'Nva Cba,  Ronde'",U$S 65.000, Nueva Córdoba ,1,1,sin datos
b'Alta Gama 4 dor',U$S 350.000, Centro ,4,3,sin datos
b'Hip\xc3\xb3lito Yrigo',U$S 220.000, Nueva Córdoba ,4,3,sin datos
b'Piso Hipolito Y',U$S 260.000, Nueva Córdoba ,3,3,sin datos
b'Duplex en Claro',U$S 150.000, Claros del Bosque ,3,3,sin datos
b'Paraguay 320. T',U$S 150.000, Alberdi ,3,3,210
b'VENTA DEPTO 1 D',U$S 43.000, Nueva Córdoba ,1,1,sin datos
b'DEPARTAMENTO VE',U$S 90.000, Nueva Córdoba ,2,1,65
b'SE VENDE DPTO D',U$S 100.000, General Paz ,2,1,sin datos
b'SE VENDE DEPART',U$S 35.000, Centro ,1,1,sin datos
b'ZONA SUR- SE VE',U$S 110.000, La Paya II ,3,2,sin datos
b'LA CALANDRIA- S',U$S 160.000, La Calandria  ,3,3,sin datos
b'ALTO ALBERDI SE',U$S 40.000, Alto Alberdi ,1,1,sin datos
b'Cofico- 1 dormi',U$S 45.000, Cofico ,1,1,sin datos
b'TORRE VIP-VILLA',U$S 100.000, Quebrada de las Rosas ,2,2,82
b'\xe2\x98\x85 Increible D',U$S 165.000, General Paz ,2,2,75
b'VENTA DEPTO 1 D',U$S 62.500, Centro ,1,1,sin datos
b'VENTAAAAA COFIC',U$S 43.000, Cofico ,1,1,45
b'VENTA DEPTO 2 D',U$S 219.000, Tejas 1 ,2,sin datos,90
b'DUPLEX EN VENTA',U$S 180.000, Jardines del Jockey ,3,2,sin datos
b'DEPTO. DE DOS D',U$S 82.000, Manantiales ,2,1,sin datos
b'Departamento id',U$S 25.000, Altamira ,1,1,sin datos
b'San Fernando. D',U$S 37.000, San Fernando ,2,1,55
b'Nva. Cba. 2 dor',U$S 135.000, Nueva Córdoba ,2,2,80
b'VENTA- 1 dormit',U$S 36.000, Alberdi ,1,1,sin datos
b'VENTA- 2 dormit',U$S 65.000, Alto Verde ,2,1,sin datos
b'VENTA- 3 dormit',U$S 110.000, Centro ,3,2,sin datos
b'B\xc2\xba NVA CBA. A ',U$S 75.000, Nueva Córdoba ,1,2,sin datos
b'VENTA DEPTO 1 D',U$S 55.000, Cofico ,Monoambiente,1,sin datos
b'OPORTUNIDAD!!! ',U$S 175.000, Jardín Claret ,3,3,sin datos
b'Departamento 4 ',U$S 170.000, Centro ,4,3,sin datos
b'NUEVA CORDOBA- ',U$S 65.000, Nueva Córdoba ,1,1,sin datos
b'Venta 3 Dormito',U$S 130.000, Alberdi ,3,2,sin datos
b'VENTA Depto Rod',U$S 75.000, Nueva Córdoba ,1,1,sin datos
b'HERMOSO DUPLEX ',U$S 150.000, Villa Belgrano ,3,3,sin datos
b'CAPRI DEPTO. EN',U$S 258.000, Jockey Club ,3,3,sin datos
b'Departamento 3 ',U$S 117.000, Nueva Córdoba ,3,3,sin datos
b'VENTA DUPLEX CH',U$S 160.000, Cañitas ,3,sin datos,sin datos
b'VENTA DEPTO DE ',U$S 185.000, Centro ,3,2,sin datos
b'TERRAZAS DE BAR',U$S 380.000, Cerro de las Rosas ,3,3,200
b'Coraz\xc3\xb3n calle ',U$S 52.000, Nueva Córdoba ,1,1,sin datos
b'Departamento. 2',U$S 265.000, Nueva Córdoba ,2,2,260
b'DEPARTAMENTO EN',U$S 260.000, Jardín ,3,3,sin datos
b'OPORTUNIDAD! Ve',U$S 68.000, Observatorio ,2,1,sin datos
b'DUPLEX VENTA VA',U$S 230.000, Valle Escondido ,3,3,sin datos
b'Departamento 3 ',U$S 57.000, Providencia ,3,2,sin datos
b'ALTO ALBERDI-1 ',U$S 48.000, Alto Alberdi ,1,1,sin datos
b'DEPARTAMENTO VE',U$S 155.000, Altos de Villa Sol ,3,2,sin datos
b'Dptos 2 dorm de',U$S 210.000, Nueva Córdoba ,2,2,90
b'DUPLEX MIRADORE',U$S 129.000, Miradores de Manantiales ,2,2,sin datos
b'MAI TEI departa',U$S 110.000, Chateau Carreras ,1,1,84
b'VTA. PISO 3 DOR',consultar, Nueva Córdoba ,3,4,sin datos
b'OPORTUNIDAD VEN',U$S 38.000, Guemes ,1,1,sin datos
b'OPORT! LIQUIDO ',U$S 165.000, Nueva Córdoba ,3,2,sin datos
b'VTA. 2 DORMITOR',U$S 85.000, Nueva Córdoba ,2,2,sin datos
b'ALQ. 1 DORMITOR',U$S 50.000, Nueva Córdoba ,1,1,sin datos
b'DPTO VENTA UNIC',consultar, General Paz ,1,2,sin datos
b'DPTO CATEGORIA ',U$S 170.000, General Artigas ,2,2,sin datos
b'DUPLEX TRES DOR',U$S 100.000, Lomas del Chateau  ,3,2,sin datos
b'Departameto en ',U$S 75.000, Alberdi ,2,2,55
b'OPORTUNIDAD HOU',U$S 90.000, La Carolina ,2,2,120
b'GENERAL PAZ! OP',U$S 60.000, General Paz ,1,1,sin datos
b'Depto tres dorm',U$S 70.000, Centro ,3,1,sin datos
b'OPORTUNIDAD nue',U$S 85.000, Nueva Córdoba ,2,1,sin datos
b'Un dormitorio P',U$S 43.000, Cofico ,1,1,sin datos
b'Nueva Cordoba B',U$S 45.000, Nueva Córdoba ,1,1,sin datos
b'dos dorm ENORME',consultar, Nueva Córdoba ,2,2,sin datos
b'OPORTUNIDAD Edi',U$S 240.000, Centro ,1,sin datos,sin datos
